22,22,08.373,$VNWRG,06,17*5A
22,22,08.380,$VNYIA,+078.944,-004.685,+001.759,-00.662,+01.318,-00.080,+00.011732,-00.027231,-00.092039*56
22,22,08.402,$VNYIA,+078.848,-004.632,+001.727,-00.615,+01.325,-00.109,+00.004346,-00.018774,-00.090795*58
22,22,08.422,$VNYIA,+078.758,-004.573,+001.694,-00.651,+01.395,-00.088,+00.010466,-00.021403,-00.085087*53
22,22,08.442,$VNYIA,+078.673,-004.526,+001.660,-00.535,+01.263,-00.157,+00.004072,-00.022194,-00.078374*5B
22,22,08.462,$VNYIA,+078.587,-004.499,+001.630,-00.574,+01.280,-00.279,+00.011522,-00.019490,-00.077842*58
22,22,08.483,$VNYIA,+078.498,-004.475,+001.608,-00.580,+01.335,-00.277,+00.013198,-00.029171,-00.081517*5E
22,22,08.503,$VNYIA,+078.410,-004.455,+001.578,-00.624,+01.379,-00.212,+00.008100,-00.029112,-00.077904*57
22,22,08.523,$VNYIA,+078.324,-004.435,+001.547,-00.593,+01.333,-00.064,+00.011706,-00.026200,-00.074758*5C
22,22,08.542,$VNYIA,+078.238,-004.408,+001.520,-00.579,+01.378,-00.052,+00.018297,-00.022912,-00.076638*5C
22,22,08.562,$VNYIA,+078.145,-004.382,+001.491,-00.543,+01.385,-00.027,+00.012075,-00.027477,-00.084457*5B
22,22,08.582,$VNYIA,+078.048,-004.360,+001.459,-00.596,+01.300,-00.113,+00.013773,-00.030111,-00.085530*5E
22,22,08.603,$VNYIA,+077.951,-004.341,+001.432,-00.579,+01.250,-00.256,+00.018804,-00.023075,-00.081061*59
22,22,08.622,$VNYIA,+077.858,-004.324,+001.411,-00.518,+01.233,-00.279,+00.020026,-00.015941,-00.077285*55
22,22,08.642,$VNYIA,+077.769,-004.302,+001.406,-00.526,+01.368,-00.287,+00.026280,-00.021934,-00.078333*57
22,22,08.663,$VNYIA,+077.680,-004.290,+001.409,-00.479,+01.319,-00.128,+00.028941,-00.030557,-00.080791*55
22,22,08.682,$VNYIA,+077.588,-004.279,+001.411,-00.558,+01.316,-00.011,+00.027473,-00.026282,-00.083167*51
22,22,08.703,$VNYIA,+077.499,-004.269,+001.415,-00.553,+01.378,-00.001,+00.033123,-00.034204,-00.079975*51
22,22,08.723,$VNYIA,+077.406,-004.266,+001.423,-00.557,+01.194,-00.015,+00.030236,-00.028716,-00.082430*5B
22,22,08.742,$VNYIA,+077.307,-004.263,+001.423,-00.566,+01.195,-00.305,+00.027585,-00.012087,-00.082288*53
22,22,08.762,$VNYIA,+077.213,-004.250,+001.430,-00.489,+01.202,-00.322,+00.030269,-00.008063,-00.080979*58
22,22,08.782,$VNYIA,+077.122,-004.237,+001.437,-00.512,+01.343,-00.396,+00.027593,-00.019143,-00.076686*56
22,22,08.802,$VNYIA,+077.037,-004.241,+001.444,-00.517,+01.408,-00.244,+00.029757,-00.031192,-00.072774*5F
22,22,08.823,$VNYIA,+076.952,-004.251,+001.448,-00.523,+01.315,-00.057,+00.026584,-00.032729,-00.075536*50
22,22,08.843,$VNYIA,+076.864,-004.254,+001.448,-00.497,+01.333,-00.124,+00.026011,-00.025682,-00.077474*54
22,22,08.863,$VNYIA,+076.767,-004.246,+001.441,-00.527,+01.336,-00.013,+00.018225,-00.018717,-00.088418*59
22,22,08.883,$VNYIA,+076.670,-004.229,+001.434,-00.428,+01.260,-00.144,+00.008713,-00.013253,-00.084961*5A
22,22,08.903,$VNYIA,+076.575,-004.214,+001.425,-00.551,+01.328,-00.182,+00.011353,-00.019945,-00.083727*5F
22,22,08.922,$VNYIA,+076.484,-004.209,+001.413,-00.531,+01.248,-00.303,+00.011373,-00.029884,-00.078338*50
22,22,08.942,$VNYIA,+076.398,-004.211,+001.396,-00.547,+01.154,-00.336,+00.012882,-00.027558,-00.071153*52
22,22,08.962,$VNYIA,+076.318,-004.197,+001.388,-00.491,+01.205,-00.200,+00.020550,-00.015439,-00.069480*57
22,22,08.983,$VNYIA,+076.237,-004.172,+001.380,-00.455,+01.389,-00.147,+00.014254,-00.016022,-00.071712*5D
22,22,09.002,$VNYIA,+076.152,-004.156,+001.361,-00.493,+01.420,-00.116,+00.007465,-00.026221,-00.078431*51
22,22,09.023,$VNYIA,+076.063,-004.141,+001.340,-00.456,+01.338,-00.134,+00.006702,-00.022774,-00.078718*5A
22,22,09.043,$VNYIA,+075.976,-004.117,+001.318,-00.405,+01.281,-00.219,+00.001192,-00.015569,-00.081908*58
22,22,09.062,$VNYIA,+075.886,-004.091,+001.298,-00.495,+01.249,-00.274,+00.005390,-00.020735,-00.086102*5A
22,22,09.083,$VNYIA,+075.794,-004.069,+001.275,-00.504,+01.212,-00.305,+00.003249,-00.027671,-00.085345*55
22,22,09.102,$VNYIA,+075.708,-004.046,+001.246,-00.531,+01.160,-00.190,+00.003661,-00.021678,-00.076193*57
22,22,09.122,$VNYIA,+075.630,-004.018,+001.226,-00.509,+01.289,-00.112,+00.014389,-00.023063,-00.071187*5C
22,22,09.143,$VNYIA,+075.555,-003.993,+001.218,-00.370,+01.325,-00.134,+00.013024,-00.031261,-00.073916*55
22,22,09.162,$VNYIA,+075.478,-003.965,+001.204,-00.460,+01.271,-00.241,+00.011120,-00.024465,-00.075442*53
22,22,09.182,$VNYIA,+075.395,-003.926,+001.188,-00.482,+01.247,-00.145,+00.009142,-00.012833,-00.081190*5F
22,22,09.202,$VNYIA,+075.312,-003.877,+001.169,-00.439,+01.322,-00.219,+00.009192,-00.015718,-00.083108*5D
22,22,09.222,$VNYIA,+075.231,-003.834,+001.154,-00.405,+01.272,-00.258,+00.016380,-00.022910,-00.081746*59
22,22,09.243,$VNYIA,+075.151,-003.795,+001.140,-00.435,+01.234,-00.148,+00.013970,-00.026929,-00.078620*57
22,22,09.262,$VNYIA,+075.069,-003.758,+001.124,-00.451,+01.204,-00.201,+00.016337,-00.023514,-00.079048*53
22,22,09.283,$VNYIA,+074.987,-003.716,+001.108,-00.445,+01.157,-00.192,+00.014230,-00.017200,-00.079148*56
22,22,09.302,$VNYIA,+074.908,-003.664,+001.084,-00.508,+01.170,-00.174,+00.010614,-00.012384,-00.075387*56
22,22,09.322,$VNYIA,+074.832,-003.612,+001.054,-00.501,+01.198,-00.111,+00.011410,-00.017045,-00.072256*58
22,22,09.342,$VNYIA,+074.758,-003.567,+001.032,-00.492,+01.235,-00.213,+00.018887,-00.024249,-00.071487*58
22,22,09.362,$VNYIA,+074.686,-003.520,+001.009,-00.412,+01.178,-00.300,+00.017429,-00.022173,-00.068476*5D
22,22,09.383,$VNYIA,+074.616,-003.465,+000.984,-00.451,+01.186,-00.326,+00.015228,-00.012599,-00.069208*53
22,22,09.402,$VNYIA,+074.545,-003.400,+000.960,-00.375,+01.151,-00.260,+00.012271,-00.005744,-00.071198*5B
22,22,09.422,$VNYIA,+074.474,-003.336,+000.930,-00.430,+01.191,-00.117,+00.009706,-00.007899,-00.068017*5A
22,22,09.443,$VNYIA,+074.408,-003.274,+000.900,-00.383,+01.185,-00.229,+00.008408,-00.010745,-00.065264*5E
22,22,09.463,$VNYIA,+074.340,-003.236,+000.879,-00.367,+01.043,-00.140,+00.005720,-00.006427,-00.064400*50
22,22,09.483,$VNYIA,+074.272,-003.201,+000.854,-00.449,+01.122,-00.233,+00.006561,-00.001027,-00.061731*52
22,22,09.503,$VNYIA,+074.204,-003.163,+000.832,-00.396,+01.111,-00.226,+00.008538,+00.001670,-00.063348*5D
22,22,09.522,$VNYIA,+074.136,-003.124,+000.806,-00.436,+01.102,-00.212,+00.004400,+00.001759,-00.060316*57
22,22,09.542,$VNYIA,+074.073,-003.083,+000.777,-00.479,+01.106,-00.205,+00.006696,+00.003326,-00.055484*50
22,22,09.562,$VNYIA,+074.013,-003.039,+000.750,-00.390,+01.110,-00.288,+00.002671,+00.005263,-00.054623*55
22,22,09.583,$VNYIA,+073.954,-002.996,+000.725,-00.330,+01.167,-00.246,+00.003655,-00.001743,-00.054386*57
22,22,09.603,$VNYIA,+073.897,-002.954,+000.705,-00.349,+01.069,-00.249,-00.003328,-00.002640,-00.057991*5C
22,22,09.623,$VNYIA,+073.840,-002.910,+000.674,-00.362,+01.056,-00.348,-00.009128,+00.004911,-00.055519*59
22,22,09.643,$VNYIA,+073.781,-002.860,+000.641,-00.332,+01.028,-00.418,-00.012136,+00.009709,-00.056375*55
22,22,09.663,$VNYIA,+073.721,-002.809,+000.602,-00.392,+01.032,-00.259,-00.016093,+00.013437,-00.056053*5D
22,22,09.683,$VNYIA,+073.662,-002.765,+000.562,-00.422,+01.087,-00.158,-00.015083,+00.000260,-00.055078*55
22,22,09.702,$VNYIA,+073.606,-002.732,+000.522,-00.332,+01.040,-00.218,-00.016190,-00.003132,-00.054478*5F
22,22,09.722,$VNYIA,+073.551,-002.696,+000.483,-00.340,+01.053,-00.126,-00.013028,+00.000370,-00.051589*5E
22,22,09.743,$VNYIA,+073.491,-002.658,+000.447,-00.297,+00.984,-00.203,-00.014484,+00.006059,-00.058259*5C
22,22,09.762,$VNYIA,+073.424,-002.623,+000.405,-00.381,+00.938,-00.278,-00.023065,+00.011274,-00.057847*5B
22,22,09.782,$VNYIA,+073.361,-002.585,+000.358,-00.322,+00.990,-00.294,-00.023159,+00.013754,-00.053382*59
22,22,09.803,$VNYIA,+073.302,-002.551,+000.309,-00.339,+01.020,-00.222,-00.025106,+00.008163,-00.049483*5C
22,22,09.823,$VNYIA,+073.246,-002.529,+000.263,-00.331,+01.016,-00.163,-00.015983,-00.002670,-00.048866*5D
22,22,09.843,$VNYIA,+073.190,-002.507,+000.223,-00.325,+00.999,-00.116,-00.014743,+00.000794,-00.049912*5A
22,22,09.863,$VNYIA,+073.132,-002.476,+000.182,-00.329,+00.981,-00.242,-00.018625,+00.008477,-00.054035*51
22,22,09.882,$VNYIA,+073.072,-002.441,+000.138,-00.353,+01.008,-00.200,-00.018189,+00.009663,-00.054261*57
22,22,09.903,$VNYIA,+073.012,-002.402,+000.095,-00.358,+00.905,-00.238,-00.019608,+00.016968,-00.052945*5B
22,22,09.922,$VNYIA,+072.952,-002.367,+000.057,-00.286,+00.941,-00.200,-00.017582,+00.015030,-00.052054*55
22,22,09.943,$VNYIA,+072.893,-002.341,+000.024,-00.287,+01.020,-00.171,-00.012053,+00.001203,-00.053286*55
22,22,09.962,$VNYIA,+072.834,-002.325,-000.007,-00.300,+00.962,-00.231,-00.013079,-00.005473,-00.052808*5D
22,22,09.982,$VNYIA,+072.773,-002.301,-000.045,-00.330,+00.902,-00.217,-00.013731,+00.009816,-00.053855*57
22,22,10.002,$VNYIA,+072.712,-002.266,-000.078,-00.270,+00.901,-00.129,-00.009693,+00.014708,-00.057089*55
22,22,10.022,$VNYIA,+072.649,-002.231,-000.108,-00.296,+00.922,-00.235,-00.009931,+00.008725,-00.053675*5D
22,22,10.043,$VNYIA,+072.590,-002.206,-000.134,-00.253,+00.888,-00.234,-00.003994,+00.001346,-00.051148*5E
22,22,10.062,$VNYIA,+072.534,-002.185,-000.157,-00.290,+00.873,-00.301,-00.004123,+00.006753,-00.048807*5F
22,22,10.083,$VNYIA,+072.481,-002.158,-000.183,-00.236,+00.868,-00.394,-00.009418,+00.010196,-00.048157*57
22,22,10.102,$VNYIA,+072.427,-002.125,-000.207,-00.271,+00.889,-00.273,-00.005724,+00.011285,-00.050013*52
22,22,10.122,$VNYIA,+072.369,-002.091,-000.226,-00.254,+00.917,-00.174,-00.003905,+00.010109,-00.053166*5A
22,22,10.143,$VNYIA,+072.312,-002.058,-000.244,-00.254,+00.904,-00.222,-00.003030,+00.007694,-00.049521*53
22,22,10.162,$VNYIA,+072.256,-002.033,-000.258,-00.232,+00.980,-00.149,+00.000433,+00.002760,-00.052979*56
22,22,10.182,$VNYIA,+072.198,-002.011,-000.279,-00.243,+00.904,-00.208,-00.007703,+00.003981,-00.053272*58
22,22,10.203,$VNYIA,+072.136,-001.984,-000.299,-00.290,+00.808,-00.181,-00.002501,+00.008547,-00.053420*5C
22,22,10.222,$VNYIA,+072.074,-001.951,-000.320,-00.233,+00.794,-00.274,-00.007277,+00.016030,-00.052489*51
